property_id,price
d56159653f5d2abc5ed5acd7,664593293
45550aa81c0151f1fd9fd8fe,950940629
735deef3382aa15930482f3e,710395487
0dd49fa8bb7be52b851c6dc9,731757142
7d3220a91e78f8bc2924d1cd,1262736191
d3054072b2175deec2c1f8dc,420802283
b7574b06d593fca4eac59815,429766958
79e822115c5c1a4531366001,528314956
d3ed5316a463d38c1bd321d0,1184232458
2f1880c9b8f7ac2715e1236d,928270958
dcca1c7f109175760ff531c6,847324503
dfc4f3facf91bbd93ee0fa4d,457146109
30e134a6cbe61d7954d0f56b,384982053
385fee7bd9ad7722d45dd034,413010484
87199c236bf22903d1aafdd0,412771863
19e19ad0cd6b5e84d8aa970e,441984762
907f968e78d748fde69dd44f,747071267
be094e5db0f784e3aa013aae,477770057
7ab96f83915bc84f8c03c1bd,422807165
07f4aa9b9ff5b0b05d31e6c0,1053023044
e9be8cd37abed8ab510ba1f5,993447694
5f6ad58df27b562db077b5ce,767965385
ee96d947484aaace40f9b77f,853939204
15c4aef8401208054697b81e,1126333673
22d6cb11333f2839b8112b89,1248105805
288c09c33907dadbae495c11,1267617954
f71d2bca0c5fe2720a1544c4,523843758
451744cf3ce55a98db8a3562,599038490
fba9ae05a6a8a9e0c6268a9f,450184921
1338e58f7dcebf5a1ea59388,415335366
a817e8da0ada143ac87277ee,388387264
46d8bb3e9a0ca584d3c7a317,547230358
b2506aa9463aebf01e1e00ca,422068305
7ec025b9b6e6f33bf65af41b,435530151
2ff531e27672ecd2362eed55,709721032
9b3cf0d1b91b9c6a2a887647,603732201
7db5291ce4602d9b2b266872,475610675
65d5918e826c33bb950fc008,583969875
395c34e4b8f52cbdb0522459,527039766
855f4b67d2bd6d18fd03d8e7,998276102
9ff06409b37e5b5dece4604a,595712580
0508cd7bd2c77ebb6fea1e56,679110339
b45fff2e718e54772d46a3fd,577941944
cf4d2297b73dbc357d21e31b,490783997
0ada7044c5b29925abc90879,780178117
6305f02255274ab5fb6bd39c,678651957
d9a94194ae1350512beff3e6,1142237137
e3896296cb80d50d9ad3f903,1123842244
6514f355887c64136edb5595,990834348
f03400cc18e12903b3ffbe5a,809207687
4e134600155a64783b3f8c3e,900473317
d63ebc63c82fbf66d8b6ffd3,1038625157
1bd64811bd59706844230198,1051094661
a83921284639eedd4a511cb6,750547598
a2f3f7a1cd573e2a33f52e2d,739791402
47344a66471fa51f61c64652,1150563617
78fd849c9429091347d7e5c9,908637393
c3daf2abea55af99c9579319,700192012
52864916eb1984abca41ec66,1231778071
c62494a9d7aede44f2f84023,1097224423
a2b576643f7a032371587e5e,1327479579
e53bc68f0e97ccead24f3e56,591015832
fd82c710aad91bc90af490fe,863426929
d436abc2ee37ba3dd561e940,1350938020
216a598114a403676011cb51,671587760
ea230d5eccd2b687888173bb,642276222
18bd0dd7580f2a7cb19a90b9,393035162
b143c8ca6d334f6a73c3f2a0,376270588
ab388cb4fa511968783bafee,422862813
6a4f08cd04d558a56af732d9,516224225
7216c895aa047c4f405c4941,497549503
a493488dcd906dc74cf8a604,744073555
7844b0b2bc65dced90a355c6,657176366
c1976383069b6b82ab29d092,485200361
e5cfd99e2308b7b73581dbdc,667904911
c18c2ea88f4ac53970b53d2c,519671018
842c9f0e4edf1e5a672ce15e,964540519
7dd1e46dcbddc6bf5ef694de,454314146
6cc4f32b39180bd1ec7e117b,817192459
79e643789a85dc4ffad49a25,1006520266
