property_id,price
d56159653f5d2abc5ed5acd7,693572657.758132
45550aa81c0151f1fd9fd8fe,971104781.189303
735deef3382aa15930482f3e,737354325.234992
0dd49fa8bb7be52b851c6dc9,851756203.591933
7d3220a91e78f8bc2924d1cd,1392158166.07274
d3054072b2175deec2c1f8dc,404759567.071207
b7574b06d593fca4eac59815,428636420.822459
79e822115c5c1a4531366001,559498509.7194
d3ed5316a463d38c1bd321d0,1184935136.23468
2f1880c9b8f7ac2715e1236d,1112387959.71821
dcca1c7f109175760ff531c6,841821703.639755
dfc4f3facf91bbd93ee0fa4d,433559200.94978
30e134a6cbe61d7954d0f56b,357788195.446497
385fee7bd9ad7722d45dd034,414513886.966017
87199c236bf22903d1aafdd0,412825403.13395
19e19ad0cd6b5e84d8aa970e,458912569.631443
907f968e78d748fde69dd44f,687798622.248285
be094e5db0f784e3aa013aae,497631123.253724
7ab96f83915bc84f8c03c1bd,399424118.036646
07f4aa9b9ff5b0b05d31e6c0,1128034269.8184
e9be8cd37abed8ab510ba1f5,1115087926.5923
5f6ad58df27b562db077b5ce,762647696.057893
ee96d947484aaace40f9b77f,941115729.287252
15c4aef8401208054697b81e,942294009.762514
22d6cb11333f2839b8112b89,1342443658.36927
288c09c33907dadbae495c11,1480605457.84343
f71d2bca0c5fe2720a1544c4,535898255.806785
451744cf3ce55a98db8a3562,594512792.745163
fba9ae05a6a8a9e0c6268a9f,452675889.060283
1338e58f7dcebf5a1ea59388,414891976.847381
a817e8da0ada143ac87277ee,392203177.379439
46d8bb3e9a0ca584d3c7a317,550022204.813303
b2506aa9463aebf01e1e00ca,424376176.615348
7ec025b9b6e6f33bf65af41b,434834573.885771
2ff531e27672ecd2362eed55,688880454.490993
9b3cf0d1b91b9c6a2a887647,586885349.155013
7db5291ce4602d9b2b266872,484795184.906682
65d5918e826c33bb950fc008,600623048.386397
395c34e4b8f52cbdb0522459,554886157.5022
855f4b67d2bd6d18fd03d8e7,945385003.614342
9ff06409b37e5b5dece4604a,627967781.747139
0508cd7bd2c77ebb6fea1e56,716569670.814046
b45fff2e718e54772d46a3fd,623380454.674132
cf4d2297b73dbc357d21e31b,468212009.331491
0ada7044c5b29925abc90879,813725556.359952
6305f02255274ab5fb6bd39c,701215760.434168
d9a94194ae1350512beff3e6,1150243261.08483
e3896296cb80d50d9ad3f903,1279320552.32053
6514f355887c64136edb5595,1073218748.8031
f03400cc18e12903b3ffbe5a,733575223.40059
4e134600155a64783b3f8c3e,928359488.834075
d63ebc63c82fbf66d8b6ffd3,1032976834.94832
1bd64811bd59706844230198,1069230429.43948
a83921284639eedd4a511cb6,772583008.443207
a2f3f7a1cd573e2a33f52e2d,704109296.534946
47344a66471fa51f61c64652,1194251476.01348
78fd849c9429091347d7e5c9,874571703.287457
c3daf2abea55af99c9579319,712345252.786322
52864916eb1984abca41ec66,1140493375.64524
c62494a9d7aede44f2f84023,1100053328.97282
a2b576643f7a032371587e5e,1260777210.73189
e53bc68f0e97ccead24f3e56,660192836.117396
fd82c710aad91bc90af490fe,790509150.330132
d436abc2ee37ba3dd561e940,1203335766.06914
216a598114a403676011cb51,699511232.807042
ea230d5eccd2b687888173bb,710180079.563583
18bd0dd7580f2a7cb19a90b9,399315951.256989
b143c8ca6d334f6a73c3f2a0,406580982.443166
ab388cb4fa511968783bafee,397079224.852026
6a4f08cd04d558a56af732d9,510676381.410933
7216c895aa047c4f405c4941,516856737.656473
a493488dcd906dc74cf8a604,858195955.361356
7844b0b2bc65dced90a355c6,712479775.870408
c1976383069b6b82ab29d092,492241787.043057
e5cfd99e2308b7b73581dbdc,646175075.302144
c18c2ea88f4ac53970b53d2c,528000652.783908
842c9f0e4edf1e5a672ce15e,944768517.559617
7dd1e46dcbddc6bf5ef694de,467707711.511303
6cc4f32b39180bd1ec7e117b,776352765.036217
79e643789a85dc4ffad49a25,1029642658.88772
b3402a9173d289d6db78e09d,1156693839.72815
a446507813234e358db8b573,576382041.482464
c8ef57ddfb35061d1876f94e,590358996.68777
360be0df2c003005e3db080e,1499779460.75383
9ab245a4c91877cb7a8661ce,1287206795.27135
a57a34c7486e7a40e8deb316,1217355439.72453
ceba7d0f56f6cb03538962fb,845717965.120475
d5475993f9db58c3e4baf7a3,1019204837.8434
d37a1dda09e30da13ff5bfc3,921340521.192736
68a8b8d077a8232723bf37e9,759263020.136588
e1eea7716ca6490b7640717a,616510478.059031
4ae6d75b10848d259ecba576,983305521.668097
17afbce5c0b56732abbea936,877306672.016973
84a2673eccd3cf3bd7fd3eb0,1132265688.07904
f2f4e6cbafe527b155707f01,1349176699.62997
de2e3a592cda5b76c9573c5c,953419658.232839
fac651cf404a58f24dc7d286,1412348265.11214
e6f312a0877af26b69855a3d,1711795993.17794
333a643c623a9bc75f3a40f2,1504885726.97574
64593641e470908ef23b46cb,887214769.333152
ce9f2f0071be658ae75ca6f9,1218170706.94937
9ab385e399a4673732b6a799,1375136201.47083
3429c774b736cefc051e2c55,651648155.273999
a51ad0372758b2bbfe73f8fd,753830155.637182
8c801a266256e3fbabe7e3d2,571386331.325643
ca2f81b8fb6fda20aefb0ccb,659815178.805316
3c1b1f86087f9b99380e387c,878266014.066568
b0cad5d612954b8cab18101c,1004611891.70606
7eb991f4c69215377e4dac8f,962192225.945772
0d130b8bea4321300396fa34,1608491503.0037
8dfa059401e1dca80ae65ae1,924121270.91882
3e3f264cd0ac7a65ed2349a2,1224315483.27098
112dce80bf512f3f24391d23,528766589.600672
ff25ded6333278149f8fb68f,936226232.193992
d555b82c192794e87e9d536f,870280203.202569
a787382d96ef9fce8f27bc70,1477516371.09601
8c3aa295f7bcfd9a43eb2037,1146047391.64469
13ac95652fb3cf6c43dafc66,457659968.36147
42fc6a80b882c32f6264ac10,356723150.655423
1e9c53e09220d689a0210ab9,333611057.506207
3348706086aa3db5c92259c3,519651194.926058
66d402a9b7d05f29282ddb00,862121959.411802
cf88be51d6f31c10e5868ff7,491965834.672221
30b3f38716be209a894b0942,421427182.407782
0a5908a92d0ba3e36f54b1f3,557170557.292342
dd206b6ea2d7f6555109ea39,476404190.29786
c641febd8bc2ece3e4d2d8b6,712424061.208532
c11fdc02a288af0572a2bca1,990052252.525927
35dc60a65969b264ab283d6d,557311916.782028
d9cb0f637cd4feaaaf8a21c0,1130394840.15678
7e8dfae9a5f1faf8afa706f7,473498983.636311
a280fe7610c254b935c9dcfc,691395966.308787
85524880fdc4e4daf90e96fd,474248268.674755
f361109d06f6609c16724b39,600621902.78994
3f6b2f0c0876c21755369cb6,703823299.488639
de26819064a290ce78d8fcc1,534041177.432853
91be1260a84ab7fa3521c495,1559514958.83165
