property_id,price
d56159653f5d2abc5ed5acd7,623400000
45550aa81c0151f1fd9fd8fe,966900000
735deef3382aa15930482f3e,753400000
0dd49fa8bb7be52b851c6dc9,754600000
7d3220a91e78f8bc2924d1cd,1297600000
d3054072b2175deec2c1f8dc,389400000
b7574b06d593fca4eac59815,402100000
79e822115c5c1a4531366001,535800000
d3ed5316a463d38c1bd321d0,1257900000
2f1880c9b8f7ac2715e1236d,1253800000
dcca1c7f109175760ff531c6,858200000
dfc4f3facf91bbd93ee0fa4d,438600000
30e134a6cbe61d7954d0f56b,351600000
385fee7bd9ad7722d45dd034,409500000
87199c236bf22903d1aafdd0,415000000
19e19ad0cd6b5e84d8aa970e,469400000
907f968e78d748fde69dd44f,740500000
be094e5db0f784e3aa013aae,469300000
7ab96f83915bc84f8c03c1bd,380400000
07f4aa9b9ff5b0b05d31e6c0,1142400000
e9be8cd37abed8ab510ba1f5,1071300000
5f6ad58df27b562db077b5ce,782500000
ee96d947484aaace40f9b77f,909700000
15c4aef8401208054697b81e,942500000
22d6cb11333f2839b8112b89,1320500000
288c09c33907dadbae495c11,1370700000
f71d2bca0c5fe2720a1544c4,562200000
451744cf3ce55a98db8a3562,565500000
fba9ae05a6a8a9e0c6268a9f,419300000
1338e58f7dcebf5a1ea59388,384500000
a817e8da0ada143ac87277ee,352000000
46d8bb3e9a0ca584d3c7a317,517600000
b2506aa9463aebf01e1e00ca,440700000
7ec025b9b6e6f33bf65af41b,458600000
2ff531e27672ecd2362eed55,605200000
9b3cf0d1b91b9c6a2a887647,578200000
7db5291ce4602d9b2b266872,512500000
65d5918e826c33bb950fc008,643600000
395c34e4b8f52cbdb0522459,551600000
855f4b67d2bd6d18fd03d8e7,1050400000
9ff06409b37e5b5dece4604a,584800000
0508cd7bd2c77ebb6fea1e56,713000000
b45fff2e718e54772d46a3fd,624000000
cf4d2297b73dbc357d21e31b,444700000
0ada7044c5b29925abc90879,805100000
6305f02255274ab5fb6bd39c,703500000
d9a94194ae1350512beff3e6,1219600000
e3896296cb80d50d9ad3f903,1341600000
6514f355887c64136edb5595,1159200000
f03400cc18e12903b3ffbe5a,796900000
4e134600155a64783b3f8c3e,947900000
d63ebc63c82fbf66d8b6ffd3,1006500000
1bd64811bd59706844230198,1091000000
a83921284639eedd4a511cb6,778800000
a2f3f7a1cd573e2a33f52e2d,723200000
47344a66471fa51f61c64652,1135000000
78fd849c9429091347d7e5c9,910500000
c3daf2abea55af99c9579319,575900000
52864916eb1984abca41ec66,1181100000
c62494a9d7aede44f2f84023,1086900000
a2b576643f7a032371587e5e,1249100000
e53bc68f0e97ccead24f3e56,589700000
fd82c710aad91bc90af490fe,881200000
d436abc2ee37ba3dd561e940,1208100000
216a598114a403676011cb51,799700000
ea230d5eccd2b687888173bb,684300000
18bd0dd7580f2a7cb19a90b9,414300000
b143c8ca6d334f6a73c3f2a0,416800000
ab388cb4fa511968783bafee,386600000
6a4f08cd04d558a56af732d9,478900000
7216c895aa047c4f405c4941,517700000
a493488dcd906dc74cf8a604,878600000
7844b0b2bc65dced90a355c6,706300000
c1976383069b6b82ab29d092,490300000
e5cfd99e2308b7b73581dbdc,690200000
c18c2ea88f4ac53970b53d2c,519100000
842c9f0e4edf1e5a672ce15e,952000000
7dd1e46dcbddc6bf5ef694de,512100000
6cc4f32b39180bd1ec7e117b,828500000
79e643789a85dc4ffad49a25,1074800000
b3402a9173d289d6db78e09d,1083300000
a446507813234e358db8b573,564200000
c8ef57ddfb35061d1876f94e,614600000
360be0df2c003005e3db080e,1358100000
9ab245a4c91877cb7a8661ce,1350700000
a57a34c7486e7a40e8deb316,1270800000
ceba7d0f56f6cb03538962fb,819000000
d5475993f9db58c3e4baf7a3,972200000
d37a1dda09e30da13ff5bfc3,864700000
68a8b8d077a8232723bf37e9,785800000
e1eea7716ca6490b7640717a,606200000
4ae6d75b10848d259ecba576,947400000
17afbce5c0b56732abbea936,873700000
84a2673eccd3cf3bd7fd3eb0,1172700000
f2f4e6cbafe527b155707f01,1316100000
de2e3a592cda5b76c9573c5c,1020900000
fac651cf404a58f24dc7d286,1428400000
e6f312a0877af26b69855a3d,1587400000
333a643c623a9bc75f3a40f2,1473000000
64593641e470908ef23b46cb,953700000
ce9f2f0071be658ae75ca6f9,1235600000
9ab385e399a4673732b6a799,1306900000
3429c774b736cefc051e2c55,633200000
a51ad0372758b2bbfe73f8fd,787100000
8c801a266256e3fbabe7e3d2,528400000
ca2f81b8fb6fda20aefb0ccb,667900000
3c1b1f86087f9b99380e387c,921000000
b0cad5d612954b8cab18101c,914100000
7eb991f4c69215377e4dac8f,905000000
0d130b8bea4321300396fa34,1761200000
8dfa059401e1dca80ae65ae1,983000000
3e3f264cd0ac7a65ed2349a2,1283500000
112dce80bf512f3f24391d23,520700000
ff25ded6333278149f8fb68f,958500000
d555b82c192794e87e9d536f,943900000
a787382d96ef9fce8f27bc70,1558800000
8c3aa295f7bcfd9a43eb2037,1196600000
13ac95652fb3cf6c43dafc66,481700000
42fc6a80b882c32f6264ac10,364700000
1e9c53e09220d689a0210ab9,344400000
3348706086aa3db5c92259c3,515900000
66d402a9b7d05f29282ddb00,968400000
cf88be51d6f31c10e5868ff7,514800000
30b3f38716be209a894b0942,434300000
0a5908a92d0ba3e36f54b1f3,515900000
dd206b6ea2d7f6555109ea39,463200000
c641febd8bc2ece3e4d2d8b6,686000000
c11fdc02a288af0572a2bca1,961100000
35dc60a65969b264ab283d6d,557000000
d9cb0f637cd4feaaaf8a21c0,1110400000
7e8dfae9a5f1faf8afa706f7,491300000
a280fe7610c254b935c9dcfc,582800000
85524880fdc4e4daf90e96fd,496600000
f361109d06f6609c16724b39,633100000
3f6b2f0c0876c21755369cb6,694900000
de26819064a290ce78d8fcc1,507100000
91be1260a84ab7fa3521c495,1669900000
18c8dc4549d38c918af2972e,846300000
782b0fb8641849c2c34291e6,420100000
